node_id,tweet_id,pub_time
159487.0,962227994118033413,2018-02-10 07:33:25
159488.0,962227994118033413,2018-02-10 07:33:25
159489.0,962227994118033413,2018-02-10 07:33:25
159490.0,962721342603845632,2018-02-11 16:13:49
159491.0,962721342603845632,2018-02-11 16:13:49
159492.0,962931668628705280,2018-02-12 06:09:34
159493.0,962960361396764672,2018-02-12 08:03:35
159494.0,962960373593919488,2018-02-12 08:03:38
159495.0,962960415985684480,2018-02-12 08:03:48
159496.0,962128297839808512,2018-02-10 00:57:16
159497.0,962128666452004865,2018-02-10 00:58:44
159498.0,962135217132789760,2018-02-10 01:24:46
159499.0,962960415985684480,2018-02-12 08:03:48
159500.0,962960415985684480,2018-02-12 08:03:48
159501.0,962960415985684480,2018-02-12 08:03:48
159502.0,962960415985684480,2018-02-12 08:03:48
159503.0,962960415985684480,2018-02-12 08:03:48
159504.0,962960415985684480,2018-02-12 08:03:48
159505.0,962960415985684480,2018-02-12 08:03:48
159506.0,962960415985684480,2018-02-12 08:03:48
159507.0,962960415985684480,2018-02-12 08:03:48
159508.0,962960415985684480,2018-02-12 08:03:48
159509.0,962960415985684480,2018-02-12 08:03:48
159510.0,962960415985684480,2018-02-12 08:03:48
159511.0,962960415985684480,2018-02-12 08:03:48
159512.0,962960415985684480,2018-02-12 08:03:48
159513.0,962960415985684480,2018-02-12 08:03:48
159514.0,962960415985684480,2018-02-12 08:03:48
159515.0,962960415985684480,2018-02-12 08:03:48
159516.0,962960415985684480,2018-02-12 08:03:48
159517.0,962960415985684480,2018-02-12 08:03:48
159518.0,962960415985684480,2018-02-12 08:03:48
159519.0,962960415985684480,2018-02-12 08:03:48
159520.0,962960415985684480,2018-02-12 08:03:48
159521.0,962960415985684480,2018-02-12 08:03:48
160428.0,984486548996419584,2018-04-12 17:40:58
160429.0,984490492787351556,2018-04-12 17:56:39
160430.0,984490492787351556,2018-04-12 17:56:39
160431.0,984494403921350656,2018-04-12 18:12:11
160432.0,984494403921350656,2018-04-12 18:12:11
160433.0,984499233603575808,2018-04-12 18:31:23
160434.0,984530936342573056,2018-04-12 20:37:21
160435.0,984608922194579456,2018-04-13 01:47:14
160436.0,984757372915773443,2018-04-13 11:37:08
160437.0,984926726147813376,2018-04-13 22:50:05
160438.0,984926726147813376,2018-04-13 22:50:05
160439.0,985205504119980032,2018-04-14 17:17:51
193649.0,940013737204899841,2017-12-11 00:21:54
193650.0,940014043619831808,2017-12-11 00:23:07
193651.0,940014280136564736,2017-12-11 00:24:03
193652.0,940014286373511168,2017-12-11 00:24:05
193653.0,940014286373511168,2017-12-11 00:24:05
193654.0,940015171300413441,2017-12-11 00:27:36
193655.0,940015171300413441,2017-12-11 00:27:36
193656.0,940015236483989504,2017-12-11 00:27:51
193657.0,940015295137271809,2017-12-11 00:28:05
193658.0,940015306277240832,2017-12-11 00:28:08
193659.0,940016373643841536,2017-12-11 00:32:22
193660.0,940016373643841536,2017-12-11 00:32:22
193661.0,940016867657306112,2017-12-11 00:34:20
193662.0,940016867657306112,2017-12-11 00:34:20
193663.0,940019952345640965,2017-12-11 00:46:36
193664.0,940020224467890176,2017-12-11 00:47:40
193665.0,940022972714233856,2017-12-11 00:58:36
193666.0,940023472905904128,2017-12-11 01:00:35
193667.0,940023493504090112,2017-12-11 01:00:40
193668.0,940024310353231873,2017-12-11 01:03:55
193669.0,940025374473367553,2017-12-11 01:08:08
193670.0,940028076666249217,2017-12-11 01:18:53
193671.0,940028512865419264,2017-12-11 01:20:37
193672.0,940034626340274176,2017-12-11 01:44:54
193673.0,940034626340274176,2017-12-11 01:44:54
193674.0,940037770864500736,2017-12-11 01:57:24
193675.0,940037770864500736,2017-12-11 01:57:24
193676.0,940040151203397633,2017-12-11 02:06:51
193677.0,940040504514711552,2017-12-11 02:08:16
193678.0,940040515755503616,2017-12-11 02:08:18
193679.0,940040515755503616,2017-12-11 02:08:18
193680.0,940045245416214528,2017-12-11 02:27:06
193681.0,940045245416214528,2017-12-11 02:27:06
193682.0,940045245416214528,2017-12-11 02:27:06
193683.0,940045245416214528,2017-12-11 02:27:06
193684.0,940047303997513730,2017-12-11 02:35:17
193685.0,940047303997513730,2017-12-11 02:35:17
193686.0,940050288349605889,2017-12-11 02:47:08
193687.0,940050521158696962,2017-12-11 02:48:04
193688.0,940050526569250817,2017-12-11 02:48:05
193689.0,940050525369769985,2017-12-11 02:48:05
193690.0,940051040660987904,2017-12-11 02:50:08
193691.0,940051040660987904,2017-12-11 02:50:08
193692.0,940057069415120896,2017-12-11 03:14:05
193693.0,940057322163802119,2017-12-11 03:15:05
193694.0,940057322163802119,2017-12-11 03:15:05
193695.0,940060137636610048,2017-12-11 03:26:16
193696.0,940060152119439361,2017-12-11 03:26:20
193697.0,940060172881244160,2017-12-11 03:26:25
193698.0,940060358818930689,2017-12-11 03:27:09
193699.0,940060380239294465,2017-12-11 03:27:14
193700.0,940060394348933121,2017-12-11 03:27:18
193701.0,940060399403130880,2017-12-11 03:27:19
193702.0,940060399403130880,2017-12-11 03:27:19
193703.0,940060423109320704,2017-12-11 03:27:25
193704.0,940060604500283392,2017-12-11 03:28:08
193705.0,940060633181011969,2017-12-11 03:28:15
193706.0,940060643876413440,2017-12-11 03:28:17
193707.0,940060651195531264,2017-12-11 03:28:19
193708.0,940060680257904641,2017-12-11 03:28:26
193709.0,940060680257904641,2017-12-11 03:28:26
193710.0,940060871664922624,2017-12-11 03:29:11
193711.0,940060880108007425,2017-12-11 03:29:13
193712.0,940060959523012613,2017-12-11 03:29:32
193713.0,940060997242404866,2017-12-11 03:29:41
193714.0,940061031631503362,2017-12-11 03:29:50
193715.0,940061108500434946,2017-12-11 03:30:08
193716.0,940061107825213440,2017-12-11 03:30:08
193717.0,940061160195289088,2017-12-11 03:30:20
193718.0,940061163294826500,2017-12-11 03:30:21
193719.0,940061165530505216,2017-12-11 03:30:22
193720.0,940061172325277696,2017-12-11 03:30:23
193721.0,940061268139900929,2017-12-11 03:30:46
193722.0,940061315418112000,2017-12-11 03:30:57
193723.0,940061411354357762,2017-12-11 03:31:20
193724.0,940062596547338240,2017-12-11 03:36:03
193725.0,940062596547338240,2017-12-11 03:36:03
193726.0,940062596547338240,2017-12-11 03:36:03
193727.0,940068065105948674,2017-12-11 03:57:46
193728.0,940068065105948674,2017-12-11 03:57:46
193729.0,940076181352628224,2017-12-11 04:30:02
193730.0,940076181352628224,2017-12-11 04:30:02
193731.0,940076950277709824,2017-12-11 04:33:05
193732.0,940077453552230401,2017-12-11 04:35:05
193733.0,940079774596186115,2017-12-11 04:44:18
193734.0,940079774596186115,2017-12-11 04:44:18
193735.0,940083565588389888,2017-12-11 04:59:22
193736.0,940083565588389888,2017-12-11 04:59:22
193737.0,940090285027082241,2017-12-11 05:26:04
193738.0,940090285027082241,2017-12-11 05:26:04
193739.0,940090285027082241,2017-12-11 05:26:04
193740.0,940095567257989123,2017-12-11 05:47:04
193741.0,940098859350482944,2017-12-11 06:00:08
193742.0,940098859350482944,2017-12-11 06:00:08
193743.0,940099732269023232,2017-12-11 06:03:37
193744.0,940099732269023232,2017-12-11 06:03:37
193745.0,940109220720001024,2017-12-11 06:41:19
193746.0,940109865476853760,2017-12-11 06:43:52
193747.0,940110151582760960,2017-12-11 06:45:01
193748.0,940110419007434752,2017-12-11 06:46:04
193749.0,940110419007434752,2017-12-11 06:46:04
193750.0,940110419007434752,2017-12-11 06:46:04
193751.0,940113952687603713,2017-12-11 07:00:07
193752.0,940113952687603713,2017-12-11 07:00:07
193753.0,940114955851915264,2017-12-11 07:04:06
193754.0,940114979105021952,2017-12-11 07:04:12
193755.0,940117237851148288,2017-12-11 07:13:10
193756.0,940134684415135744,2017-12-11 08:22:30
193757.0,940144826539966464,2017-12-11 09:02:48
193758.0,940152981458182144,2017-12-11 09:35:12
193759.0,940180593710714880,2017-12-11 11:24:55
193760.0,940191422325641216,2017-12-11 12:07:57
193761.0,940202766189957120,2017-12-11 12:53:02
193762.0,940209185412718592,2017-12-11 13:18:32
193763.0,940239709103640579,2017-12-11 15:19:50
193764.0,940263125550620672,2017-12-11 16:52:53
193765.0,940263125550620672,2017-12-11 16:52:53
193766.0,940263125550620672,2017-12-11 16:52:53
193767.0,940263125550620672,2017-12-11 16:52:53
193768.0,940289414613397504,2017-12-11 18:37:20
193769.0,940289414613397504,2017-12-11 18:37:20
193770.0,940289414613397504,2017-12-11 18:37:20
193771.0,940289414613397504,2017-12-11 18:37:20
193772.0,940289414613397504,2017-12-11 18:37:20
193773.0,940289488118575106,2017-12-11 18:37:38
193774.0,940289488118575106,2017-12-11 18:37:38
193775.0,940289488118575106,2017-12-11 18:37:38
193776.0,940289488118575106,2017-12-11 18:37:38
193777.0,940289488118575106,2017-12-11 18:37:38
193778.0,940289488118575106,2017-12-11 18:37:38
193779.0,940289557202956288,2017-12-11 18:37:54
193780.0,940289557202956288,2017-12-11 18:37:54
193781.0,940289557202956288,2017-12-11 18:37:54
193782.0,940289557202956288,2017-12-11 18:37:54
193783.0,940289557202956288,2017-12-11 18:37:54
193784.0,940289611137503234,2017-12-11 18:38:07
193785.0,940289611137503234,2017-12-11 18:38:07
193786.0,940289611137503234,2017-12-11 18:38:07
193787.0,940289611137503234,2017-12-11 18:38:07
193788.0,946589664537915392,2017-12-29 03:52:17
193789.0,951105151690997760,2018-01-10 14:55:13
193790.0,954415525626605570,2018-01-19 18:09:28
193791.0,940066697498656768,2017-12-11 03:52:20
193792.0,940066697498656768,2017-12-11 03:52:20
193793.0,940066697498656768,2017-12-11 03:52:20
193794.0,940081065116307456,2017-12-11 04:49:26
193795.0,940224851352195072,2017-12-11 14:20:47
193796.0,954415525626605570,2018-01-19 18:09:28
193797.0,954415525626605570,2018-01-19 18:09:28
193798.0,954415525626605570,2018-01-19 18:09:28
193799.0,954415525626605570,2018-01-19 18:09:28
194789.0,859773820910977024,2017-05-03 14:17:07
194790.0,859773844348837889,2017-05-03 14:17:12
194791.0,859773866515640321,2017-05-03 14:17:18
194792.0,859774038364766209,2017-05-03 14:17:59
194793.0,859774979377967104,2017-05-03 14:21:43
194794.0,859775210983174145,2017-05-03 14:22:38
194795.0,859775482635538432,2017-05-03 14:23:43
194796.0,859775489178689536,2017-05-03 14:23:45
194797.0,859775489178689536,2017-05-03 14:23:45
194798.0,859775669135302656,2017-05-03 14:24:28
194799.0,859775735426306049,2017-05-03 14:24:43
194800.0,859775747912859648,2017-05-03 14:24:46
194801.0,859775886001750016,2017-05-03 14:25:19
194802.0,859775886001750016,2017-05-03 14:25:19
194803.0,859776165933920260,2017-05-03 14:26:26
194804.0,859776789757014016,2017-05-03 14:28:55
194805.0,859776789757014016,2017-05-03 14:28:55
194806.0,859777411726151680,2017-05-03 14:31:23
194807.0,859777411726151680,2017-05-03 14:31:23
194808.0,859777423688294400,2017-05-03 14:31:26
194809.0,859777704882831361,2017-05-03 14:32:33
194810.0,859777885766262784,2017-05-03 14:33:16
194811.0,859778046726995969,2017-05-03 14:33:54
194812.0,859778645568528384,2017-05-03 14:36:17
194813.0,859778648559173632,2017-05-03 14:36:18
194814.0,859778648559173632,2017-05-03 14:36:18
194815.0,859779165200855040,2017-05-03 14:38:21
194816.0,859779165200855040,2017-05-03 14:38:21
194817.0,859779169407778816,2017-05-03 14:38:22
194818.0,859779178157166592,2017-05-03 14:38:24
194819.0,859779189745963009,2017-05-03 14:38:27
194820.0,859779189745963009,2017-05-03 14:38:27
194821.0,859779199137071104,2017-05-03 14:38:29
194822.0,859779207953399809,2017-05-03 14:38:31
194823.0,859779226433536004,2017-05-03 14:38:36
194824.0,859779226433536004,2017-05-03 14:38:36
194825.0,859781278874214400,2017-05-03 14:46:45
194826.0,859782576717742080,2017-05-03 14:51:54
194827.0,859783630482100224,2017-05-03 14:56:06
194828.0,859783824258891776,2017-05-03 14:56:52
194829.0,859785171574308864,2017-05-03 15:02:13
194830.0,859785961038893056,2017-05-03 15:05:21
194831.0,859786187627610112,2017-05-03 15:06:15
194832.0,859786187627610112,2017-05-03 15:06:15
194833.0,859800032266113028,2017-05-03 16:01:16
194834.0,859807431823699968,2017-05-03 16:30:40
194835.0,859811149709103104,2017-05-03 16:45:27
194836.0,859828426466893838,2017-05-03 17:54:06
194837.0,859843433657024512,2017-05-03 18:53:44
194838.0,859843433657024512,2017-05-03 18:53:44
194839.0,859998536947163136,2017-05-04 05:10:03
194840.0,991681086207004672,2018-05-02 14:09:30
194841.0,991739189006921729,2018-05-02 18:00:22
194842.0,991759442105503744,2018-05-02 19:20:51
194843.0,992265782754066432,2018-05-04 04:52:52
194844.0,991681367632162816,2018-05-02 14:10:37
194845.0,991681367632162816,2018-05-02 14:10:37
194846.0,991760671699357696,2018-05-02 19:25:44
194847.0,991760671699357696,2018-05-02 19:25:44
194848.0,991762773679001600,2018-05-02 19:34:05
194849.0,991763020589273088,2018-05-02 19:35:04
194850.0,992265782754066432,2018-05-04 04:52:52
